order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
671395,174618,prior,10,1,8,14.0
2064305,80605,prior,79,6,14,2.0
1114021,45816,prior,7,2,10,10.0
810499,65985,prior,5,2,23,19.0
996218,142025,prior,15,0,9,7.0
821937,64913,prior,8,0,22,30.0
1901379,86958,prior,32,5,11,4.0
3288552,28478,prior,53,5,11,2.0
449949,124608,prior,14,1,17,9.0
429360,30533,prior,51,4,19,3.0
2503385,152144,prior,74,4,8,1.0
2549449,105040,prior,2,3,14,10.0
2578551,40005,prior,11,2,9,8.0
11821,93364,prior,13,0,10,21.0
623492,77383,prior,3,0,19,6.0
2619928,42428,prior,1,1,20,
107123,22106,prior,6,1,13,14.0
1622830,84095,train,100,4,16,3.0
1869639,178150,prior,9,3,13,27.0
2336236,90873,prior,4,3,13,4.0
869608,128184,prior,39,0,7,9.0
72513,34181,prior,39,0,17,4.0
1157396,3629,prior,19,1,15,19.0
2612996,22372,prior,6,3,10,16.0
265507,67481,prior,32,2,12,4.0
3028014,150171,prior,2,2,12,4.0
118709,99625,prior,4,3,10,28.0
3159629,114872,prior,2,5,19,6.0
151965,54631,prior,23,3,18,12.0
2475862,186776,prior,3,0,19,25.0
1234287,145072,prior,51,6,13,6.0
574946,202830,prior,32,1,16,19.0
3384823,42612,prior,6,5,18,18.0
2751385,134872,prior,2,4,18,10.0
1369160,180585,prior,4,2,8,4.0
247026,100765,prior,26,2,9,6.0
815226,187617,prior,27,5,9,7.0
2381251,15283,prior,2,1,8,1.0
2928098,99256,prior,18,6,10,2.0
1595688,179211,test,19,1,14,16.0
500307,30440,prior,1,5,17,
927122,55534,prior,3,4,13,23.0
1000264,94141,train,42,0,11,17.0
300658,4674,prior,21,0,16,6.0
848600,54214,prior,75,0,12,5.0
2172159,153668,prior,19,2,19,8.0
935521,31399,prior,41,1,7,4.0
2945320,41738,prior,32,6,1,1.0
2884466,55466,prior,9,6,17,2.0
590336,142928,prior,5,1,14,19.0
107822,183703,prior,38,6,7,7.0
82563,97156,prior,8,4,12,11.0
2654386,52380,prior,11,1,18,30.0
1186632,427,prior,6,3,11,0.0
2439243,27258,prior,30,0,18,4.0
2905660,100263,prior,12,2,16,5.0
926126,160022,prior,29,5,14,7.0
3135662,32984,prior,12,4,14,26.0
2377958,81837,prior,29,0,13,12.0
1598830,63857,prior,6,1,19,5.0
434033,76762,prior,24,0,11,8.0
1311538,153413,prior,5,3,23,30.0
53028,167284,prior,10,4,18,7.0
1136769,67493,prior,39,3,14,3.0
2503758,2903,prior,53,2,10,1.0
3327190,190144,prior,4,3,20,30.0
3264342,210,prior,1,0,12,
2203857,138493,prior,9,3,8,6.0
3116538,119291,test,5,6,11,30.0
3034184,205968,prior,32,5,13,2.0
2452535,168589,prior,2,2,19,30.0
937452,88605,train,8,0,9,30.0
3065239,169638,prior,62,1,19,3.0
103197,142332,prior,1,4,16,
2357970,76893,prior,18,1,9,19.0
2491185,78213,prior,41,2,15,0.0
2061741,158516,prior,6,2,11,4.0
2918830,11603,prior,63,5,18,1.0
432254,122135,prior,4,2,14,6.0
177533,37035,prior,5,0,10,11.0
412132,133415,prior,6,1,9,18.0
2320954,161656,prior,5,1,23,10.0
1981693,77419,prior,26,1,13,7.0
2889080,179062,prior,24,0,11,17.0
2622498,13769,prior,3,6,11,13.0
2743183,94600,prior,57,3,12,1.0
1046334,125715,prior,68,0,18,3.0
2494193,109573,prior,9,6,14,21.0
243851,57969,prior,14,4,14,9.0
2658880,152089,train,10,2,14,30.0
1998909,177827,prior,14,5,15,1.0
1527148,171788,prior,8,2,9,10.0
652855,63734,prior,14,2,13,6.0
1372859,185736,prior,3,1,16,7.0
47897,131,prior,3,6,8,10.0
3003320,89362,prior,7,0,11,5.0
1807161,70278,prior,14,0,18,2.0
984893,152538,prior,2,4,9,4.0
2878256,36975,prior,14,5,11,4.0
408175,31534,prior,30,5,16,2.0
110355,33893,prior,2,0,21,17.0
2986046,80291,prior,3,0,16,20.0
2380660,195040,prior,73,3,13,2.0
3240431,105319,prior,60,2,10,8.0
1679654,157419,prior,16,6,11,10.0
1677837,141505,prior,28,0,10,10.0
3186626,98519,prior,13,3,10,4.0
3127058,65361,prior,1,2,10,
2548399,39300,prior,14,0,14,15.0
2506844,93342,prior,2,1,10,23.0
364466,144055,prior,27,5,14,3.0
2076829,18959,prior,23,5,14,15.0
2261392,32175,prior,1,5,22,
2181475,124444,prior,6,0,10,30.0
1428981,146781,prior,43,5,18,1.0
1464291,26695,prior,19,2,20,5.0
2353564,151451,prior,8,6,11,15.0
2894862,51371,prior,28,5,13,18.0
809626,56413,prior,15,4,10,22.0
2554116,141993,prior,14,0,12,6.0
1527816,112955,prior,12,3,7,13.0
2113175,87350,prior,21,2,21,1.0
1601444,150106,prior,7,2,14,21.0
3339391,194495,prior,28,6,20,2.0
588530,13910,prior,14,3,13,30.0
2556603,9668,prior,4,4,14,30.0
196499,90516,prior,39,1,15,6.0
1739010,65241,prior,15,1,14,7.0
2265195,5100,prior,15,4,9,10.0
1955045,121617,prior,10,2,17,16.0
3110192,82705,prior,15,6,16,4.0
1464825,70719,prior,8,0,9,5.0
3392646,13596,prior,55,6,14,8.0
3280524,180385,prior,79,4,9,1.0
951026,164759,prior,5,4,15,13.0
1436489,47443,prior,3,0,17,30.0
324570,165852,prior,7,2,20,30.0
2418883,118569,prior,15,1,17,13.0
493823,75653,prior,1,6,8,
2095579,184614,prior,21,0,10,8.0
2928681,73979,prior,11,4,14,30.0
2436595,26003,prior,8,1,16,15.0
2035948,76764,prior,15,3,20,2.0
654907,94793,prior,4,0,6,9.0
460220,150525,prior,16,6,14,4.0
3217638,72901,prior,36,4,14,6.0
609518,69296,prior,18,2,10,4.0
2968643,9341,train,94,0,15,11.0
218768,2169,prior,7,4,21,6.0
1295863,112949,prior,1,4,16,
1029504,173995,prior,13,4,8,7.0
324596,30804,prior,8,5,16,12.0
2251894,12511,prior,10,5,20,11.0
502869,204508,prior,4,4,14,12.0
2143521,130876,prior,5,5,8,21.0
1120287,130483,prior,5,4,11,10.0
311046,171642,prior,3,3,17,20.0
3411813,27057,prior,2,2,15,30.0
1721198,149199,prior,16,3,10,23.0
876459,122561,prior,8,1,20,1.0
355020,188996,prior,13,5,17,6.0
91673,49691,prior,7,5,12,14.0
1876808,179387,prior,25,0,12,5.0
2118572,184620,prior,24,3,9,11.0
2984306,197917,prior,4,4,10,4.0
3274978,127627,prior,26,0,15,0.0
1500848,178300,prior,8,1,14,15.0
3146847,55813,prior,4,3,21,10.0
2003796,103527,prior,49,6,10,7.0
971853,27923,prior,13,4,17,30.0
1856706,104918,prior,1,1,19,
2577184,124927,prior,14,0,13,21.0
1781372,97588,prior,1,6,20,
451030,106190,prior,15,1,17,14.0
2565222,191814,prior,24,0,13,17.0
3356055,177347,prior,12,5,9,2.0
550207,115659,prior,43,4,22,4.0
150554,186527,prior,2,2,13,3.0
391972,35164,prior,6,6,20,15.0
691086,129913,prior,8,0,13,14.0
3248355,63316,prior,11,1,15,2.0
1768659,129304,prior,52,3,21,2.0
2001542,7744,prior,96,3,11,2.0
2323738,189257,prior,26,2,9,4.0
1335734,82577,prior,1,2,10,
1069074,8964,prior,3,6,18,1.0
2004355,63212,prior,14,5,16,8.0
2879208,88541,prior,47,1,16,7.0
2276192,144846,prior,34,0,6,14.0
878422,166871,prior,3,4,14,4.0
782461,50986,prior,33,6,13,14.0
1652748,97961,prior,14,6,19,6.0
297389,66569,prior,24,2,7,5.0
2337684,126808,prior,15,4,8,6.0
3307430,26530,prior,7,3,21,30.0
2605618,202459,prior,26,1,11,4.0
412082,121226,prior,30,2,9,16.0
124044,41979,prior,38,1,13,3.0
1886399,63796,test,4,0,15,30.0
2745571,116683,prior,10,1,8,3.0
1577473,179309,prior,48,5,11,5.0
268519,179467,prior,3,2,13,2.0
2538441,170222,prior,7,6,11,7.0
2376690,131206,prior,4,0,9,21.0
1294143,108556,prior,38,6,8,5.0
227603,105187,prior,20,5,9,3.0
2085597,73796,prior,44,2,11,3.0
579338,109184,prior,6,2,12,7.0
1052815,62887,prior,5,3,15,7.0
1625056,114080,prior,3,1,16,15.0
1403926,14788,prior,8,0,9,7.0
2371261,174035,prior,5,6,11,1.0
563428,63650,prior,6,2,15,7.0
683967,127903,prior,2,2,16,30.0
1941988,198662,prior,4,4,16,30.0
1130614,43990,prior,26,2,19,14.0
1923838,27108,prior,35,4,11,7.0
1858910,195182,prior,94,4,13,2.0
2157438,110735,prior,47,3,13,9.0
2612569,120870,prior,3,1,16,2.0
2816696,56425,prior,28,4,10,22.0
1408166,138442,prior,2,1,18,0.0
1968986,6398,prior,81,1,14,1.0
3304227,104702,prior,4,4,13,22.0
3292996,3410,prior,3,1,14,27.0
3339500,163409,prior,8,0,16,8.0
910724,138462,prior,4,6,4,13.0
3260411,62909,prior,2,6,10,4.0
549372,93481,prior,25,4,17,5.0
776126,46213,prior,16,0,16,8.0
3070148,123527,prior,9,6,10,4.0
121888,158188,prior,13,4,10,5.0
2090451,75805,prior,80,2,9,1.0
2347725,140506,prior,12,1,14,6.0
933410,130571,prior,24,4,9,8.0
3303387,181436,prior,9,1,15,8.0
1656461,66807,prior,6,4,9,10.0
1191976,64757,prior,7,0,13,5.0
2436458,194203,prior,9,2,15,10.0
979531,108611,prior,10,1,16,8.0
2102312,123157,train,6,0,19,30.0
1816225,139826,prior,14,2,20,29.0
2657578,144885,prior,2,1,8,30.0
823106,23764,prior,52,2,20,2.0
2882242,182094,prior,11,3,13,6.0
1730556,47438,prior,5,5,19,11.0
130043,118313,prior,22,2,3,4.0
1349518,90931,prior,40,6,10,7.0
1547409,91917,prior,24,2,11,6.0
1571692,178847,prior,8,0,8,7.0
1618007,202353,prior,8,1,9,11.0
3214410,189570,prior,15,2,16,10.0
614038,74073,prior,6,1,12,30.0
1117037,90235,prior,29,2,11,2.0
852734,62944,prior,2,5,16,4.0
3086845,5360,prior,10,1,9,7.0
2830228,152139,prior,10,5,18,0.0
1678121,136035,prior,9,0,12,7.0
1519194,79772,prior,12,1,15,13.0
732502,66205,prior,16,0,18,14.0
2047017,13287,prior,11,3,13,4.0
935542,106799,prior,44,0,8,4.0
80199,56218,prior,52,6,7,6.0
1989233,5760,prior,68,1,15,2.0
236554,29775,prior,25,1,9,7.0
91699,114612,prior,30,3,7,7.0
2197678,82277,prior,18,1,13,7.0
3116059,98122,prior,2,2,14,30.0
2736513,24157,prior,3,3,13,3.0
2659697,70384,train,5,1,11,4.0
1047200,34466,prior,35,3,18,1.0
484131,178658,prior,5,0,20,4.0
1711798,1498,prior,11,0,14,11.0
1000389,131949,prior,5,6,14,15.0
882316,166083,prior,45,2,9,1.0
1682723,175182,prior,36,6,19,8.0
1580993,46514,prior,1,6,18,
3125458,141717,prior,50,6,1,4.0
2425763,102293,prior,14,5,14,5.0
343054,58803,prior,28,4,10,0.0
3203861,95077,prior,31,0,16,4.0
2923814,67363,prior,6,6,17,3.0
3269625,205113,prior,3,0,9,7.0
2431252,82208,prior,10,3,9,13.0
191775,95236,prior,9,4,14,1.0
1761955,134383,prior,25,3,9,2.0
240988,191117,prior,9,5,10,6.0
99798,36612,prior,3,6,13,7.0
1371411,53966,prior,6,2,18,30.0
422239,119133,prior,2,5,22,5.0
399242,69879,prior,7,1,12,23.0
2759595,26086,prior,79,5,15,2.0
1093861,110710,prior,11,2,17,30.0
1794134,9591,prior,17,3,15,21.0
3145341,33224,prior,1,2,13,
177873,105669,train,6,1,14,30.0
2027097,52195,prior,17,0,13,7.0
1567843,142003,prior,26,0,13,14.0
1544215,35308,prior,5,3,13,30.0
1085965,164637,prior,22,1,17,23.0
1498305,3369,train,10,5,17,5.0
2604864,35014,prior,7,2,14,27.0
2370226,81363,prior,3,5,13,6.0
1686413,102675,prior,6,4,10,20.0
1716646,67921,prior,44,3,19,1.0
1237884,86190,prior,23,1,16,6.0
1594765,110766,prior,4,0,9,30.0
88082,96374,prior,45,6,8,6.0
2065325,23327,prior,12,0,15,2.0
343523,52847,prior,3,0,6,30.0
1138247,61405,prior,6,1,14,8.0
202201,58133,prior,1,2,12,
160538,9703,prior,2,5,13,4.0
281076,77357,prior,18,1,18,7.0
1703221,176388,prior,40,3,13,9.0
2089710,64132,prior,6,4,12,15.0
1121949,191854,prior,6,5,10,30.0
1994683,48664,prior,39,6,15,12.0
3349235,37455,prior,3,4,13,7.0
1777102,143673,prior,9,6,11,19.0
2286429,176728,prior,1,5,8,
955481,65038,prior,22,1,22,19.0
435286,59252,prior,16,0,16,6.0
609918,60833,prior,12,0,0,12.0
3371344,100155,prior,45,5,19,4.0
309543,54104,train,5,1,17,16.0
3063776,187883,prior,1,0,14,
3145476,165235,prior,89,3,9,5.0
768596,126828,prior,9,3,10,30.0
97199,184537,prior,20,0,10,3.0
2939114,8875,prior,17,1,14,5.0
1053683,156700,prior,12,3,18,5.0
1540267,20821,prior,2,3,11,10.0
1929218,44816,prior,8,3,12,2.0
436348,58995,prior,5,4,18,30.0
1110583,35477,prior,31,0,15,2.0
2261227,151823,prior,2,2,17,30.0
1203893,75214,prior,4,1,14,8.0
2803911,8082,prior,7,3,10,15.0
2017762,38816,prior,14,5,11,8.0
1985996,40255,prior,22,4,12,16.0
952377,85968,prior,5,0,0,3.0
2253599,54927,prior,22,0,17,5.0
1728432,69575,prior,1,2,12,
1278214,134588,prior,7,2,10,22.0
2207476,179450,prior,6,3,12,9.0
3190050,101471,prior,2,0,15,0.0
1316872,96947,prior,43,2,9,3.0
3045333,170615,prior,10,5,11,11.0
192992,135538,prior,1,6,21,
2923899,108536,prior,2,4,9,7.0
1267263,128800,prior,8,4,11,1.0
1489620,196269,prior,4,0,16,3.0
2735977,25652,prior,22,6,15,5.0
2377690,52669,prior,6,6,10,11.0
523839,127546,prior,7,2,14,30.0
3390262,102161,prior,9,6,11,9.0
2996525,20411,prior,11,1,8,2.0
1160236,99666,prior,11,2,12,8.0
859568,13917,train,4,0,20,30.0
1863138,179928,prior,4,6,11,23.0
2769653,24827,prior,29,0,19,2.0
1661435,166716,prior,2,1,12,4.0
2122025,60521,prior,1,4,16,
1493728,167683,prior,7,3,17,1.0
1681525,23297,prior,70,3,19,12.0
1196675,4064,test,10,4,17,30.0
373942,72622,prior,5,4,13,9.0
2247249,88144,prior,21,6,7,6.0
1319305,116231,prior,18,0,21,5.0
2344587,55666,prior,28,2,12,4.0
174033,105887,prior,32,2,12,6.0
2792008,110743,prior,15,4,16,30.0
658801,201385,prior,6,3,11,3.0
1512850,161909,prior,10,6,18,9.0
2234286,53495,prior,1,6,15,
1984882,177996,prior,36,0,13,10.0
3359764,5197,prior,3,1,12,3.0
2062468,176898,prior,7,2,9,30.0
2695640,190929,prior,10,4,13,16.0
2023137,78373,prior,1,1,7,
362607,115619,prior,9,3,9,9.0
1705772,178880,prior,1,0,16,
2254444,194646,prior,14,1,10,12.0
440843,147007,prior,20,4,18,16.0
3272169,82679,prior,5,3,15,18.0
1900209,13006,prior,3,5,19,1.0
3084795,114452,prior,37,0,18,10.0
2582144,134220,prior,5,1,15,9.0
2850268,59916,prior,22,1,12,2.0
1473922,177499,prior,12,1,13,2.0
2053411,144196,prior,13,2,17,30.0
2566885,175012,prior,7,4,21,30.0
1621121,167598,prior,23,1,9,10.0
722148,132911,prior,28,1,9,14.0
466992,168579,prior,2,5,13,30.0
1205900,109662,prior,5,0,15,9.0
2958872,159840,prior,8,0,16,2.0
3265774,109555,prior,41,1,16,7.0
1187323,181343,prior,6,6,18,14.0
2400670,89621,prior,10,4,15,9.0
3389469,41497,prior,2,6,7,28.0
3177512,46622,prior,18,3,8,5.0
51466,34300,prior,24,4,8,9.0
1674227,176139,prior,12,2,20,8.0
1739125,169866,prior,4,3,18,24.0
1575951,156240,prior,8,2,16,3.0
2593743,188700,prior,21,2,17,0.0
2763186,13502,prior,14,1,16,7.0
841551,112678,prior,84,6,8,2.0
1811224,12060,prior,11,5,12,30.0
2069372,25055,prior,4,1,15,21.0
2157694,80781,prior,1,4,8,
1603597,144950,prior,6,1,9,30.0
738070,42964,prior,4,3,14,19.0
1991718,100515,prior,8,6,10,11.0
2527824,49477,prior,6,0,13,8.0
479773,69010,prior,12,0,15,3.0
1481957,51436,prior,1,5,4,
1806132,127542,test,33,1,8,7.0
2888002,159524,prior,2,3,13,6.0
981671,171852,prior,4,4,15,6.0
2455972,29430,prior,8,6,10,6.0
1105807,24706,prior,42,1,15,4.0
886450,95661,prior,19,2,14,6.0
3408821,159029,train,21,1,13,3.0
257351,15289,prior,13,4,15,19.0
2724297,149330,prior,13,5,8,8.0
2435192,146561,prior,44,2,21,0.0
1433337,35828,prior,8,0,15,9.0
827336,10334,prior,2,6,14,19.0
853836,54902,prior,16,2,9,3.0
2728156,103757,prior,13,0,9,3.0
317459,127500,prior,6,3,21,9.0
278157,84695,train,6,3,4,0.0
1992471,199909,prior,8,1,12,8.0
3301875,171250,prior,8,0,15,6.0
1880072,180780,prior,4,5,18,24.0
2660651,55146,prior,11,4,18,18.0
217157,135131,prior,20,3,15,2.0
2262241,56440,prior,23,4,17,1.0
2430549,39911,prior,17,1,5,2.0
2952851,60655,prior,2,2,13,4.0
3204257,121513,test,20,5,0,30.0
3200715,78373,prior,24,4,10,8.0
3413518,94447,prior,6,0,8,28.0
60078,39346,prior,2,5,9,7.0
1846589,163226,prior,21,5,12,19.0
860731,147240,prior,6,5,18,1.0
818391,191589,prior,3,2,8,9.0
3160796,2383,prior,62,4,9,3.0
848966,183392,prior,4,2,9,11.0
2636696,131639,prior,17,3,13,12.0
78990,163083,prior,4,1,16,5.0
1484340,147534,prior,52,2,13,4.0
532148,72065,prior,11,3,18,3.0
3084873,97546,prior,25,2,14,0.0
1488189,172940,prior,18,1,12,8.0
2390384,83924,prior,3,5,14,4.0
3080145,91178,prior,11,6,17,7.0
1991574,26388,prior,35,5,13,4.0
2978731,55608,prior,2,5,7,10.0
1382831,53050,prior,8,2,9,8.0
3100776,201780,prior,3,0,8,1.0
2297600,33549,test,7,5,12,30.0
1815912,177192,train,19,1,8,30.0
959912,71738,prior,34,2,16,8.0
600466,183630,prior,9,1,10,30.0
2933958,100190,test,8,3,15,28.0
2898135,186526,prior,6,0,21,8.0
2417324,56214,prior,3,1,18,7.0
76304,74285,prior,59,6,13,2.0
225278,104167,prior,17,6,10,15.0
330778,136888,prior,26,6,7,0.0
2481084,179832,prior,29,4,16,11.0
797729,44905,prior,4,6,15,30.0
2786598,13165,prior,12,1,16,19.0
1558205,182729,prior,45,1,10,3.0
1385082,83869,prior,1,1,19,
2854201,13107,prior,26,2,10,5.0
2968899,54431,prior,31,6,11,3.0
2812163,152055,prior,15,4,21,0.0
427741,2390,prior,3,2,15,30.0
876359,189342,prior,10,0,12,3.0
2354507,80670,prior,19,3,19,5.0
500603,163467,prior,2,0,18,30.0
2955713,135016,prior,5,0,17,30.0
2454833,1613,prior,14,6,12,13.0
274919,126558,prior,17,2,14,14.0
1993703,81157,prior,5,1,20,7.0
2920562,150541,test,20,0,9,8.0
298875,45591,prior,18,1,15,4.0
2707970,12493,prior,5,0,18,14.0
472746,201114,prior,12,5,7,3.0
700205,174102,prior,2,0,16,25.0
2229685,168138,prior,54,1,12,5.0
449838,96333,prior,8,0,9,13.0
1208411,95091,prior,12,2,13,9.0
739854,73810,prior,1,0,11,
1238588,37038,prior,38,1,18,2.0
435723,90727,prior,27,0,15,28.0
597672,184936,prior,28,0,14,30.0
782661,128293,prior,34,3,22,19.0
1343433,192960,prior,8,2,11,7.0
557550,128446,prior,37,5,7,3.0
3037228,98227,train,4,3,11,16.0
1935859,204229,prior,10,5,17,16.0
717497,99896,prior,39,0,14,6.0
2881005,198165,prior,57,6,16,5.0
912459,159697,prior,8,1,18,30.0
692797,99588,prior,5,1,10,30.0
1425792,138589,prior,24,2,13,7.0
1633274,94526,prior,31,0,13,7.0
16827,119033,prior,53,6,15,1.0
878681,47746,prior,8,5,8,6.0
2036770,71565,prior,9,2,18,16.0
2594612,46154,prior,7,4,18,10.0
1872988,102993,prior,8,1,19,9.0
1596793,95339,prior,6,6,10,30.0
2089548,75137,prior,6,1,0,22.0
1442694,87604,prior,14,0,17,5.0
759380,203239,prior,22,4,13,7.0
872930,138778,prior,9,6,16,1.0
230049,189777,prior,95,1,14,1.0
2805140,29148,prior,12,2,17,6.0
1676652,179556,prior,12,1,7,6.0
570924,124663,prior,5,6,12,3.0
1781617,7319,prior,5,4,14,9.0
955718,146737,prior,65,1,17,7.0
2094135,160440,prior,2,4,7,23.0
1636054,1716,prior,38,5,15,4.0
321807,63390,prior,2,1,20,30.0
976038,48276,prior,7,0,0,30.0
548632,116702,prior,15,1,13,8.0
666086,45026,prior,4,2,11,30.0
1614353,4645,prior,15,0,13,1.0
1654611,156997,prior,8,3,10,13.0
998712,23319,prior,20,0,16,8.0
650737,38501,prior,19,0,15,7.0
1032518,141545,prior,30,6,21,7.0
2704021,136566,prior,7,1,10,30.0
2433788,2049,prior,55,4,18,0.0
144010,41251,prior,15,1,13,22.0
3398565,146082,prior,8,6,12,16.0
3116616,117330,prior,28,5,17,13.0
709707,41424,prior,4,4,13,5.0
2545468,25812,prior,54,4,14,5.0
388204,117485,prior,9,0,16,7.0
2147647,193508,prior,15,6,13,6.0
1524135,143176,prior,5,1,12,7.0
2118902,54662,prior,7,6,7,3.0
2452690,154634,prior,24,1,12,5.0
454259,41415,prior,28,0,14,14.0
1456473,126715,prior,11,5,5,3.0
1060994,8611,prior,5,2,15,23.0
1052078,131367,prior,4,0,11,30.0
1614391,4507,test,29,0,16,7.0
2270737,39864,prior,20,0,20,4.0
2323080,112416,train,10,2,11,14.0
2212947,55878,prior,6,5,19,9.0
2042928,141855,prior,27,0,15,2.0
2416716,164811,prior,13,4,15,9.0
2096910,125754,prior,8,4,16,30.0
2539365,146031,prior,9,6,17,6.0
778964,109080,prior,13,0,14,30.0
2135674,178951,prior,4,3,15,1.0
551892,106343,prior,23,0,22,6.0
2248799,55108,prior,13,4,18,7.0
714260,174719,prior,10,0,11,14.0
606247,180846,prior,28,3,12,13.0
2271417,73617,prior,24,0,20,12.0
348016,91334,prior,23,4,8,3.0
624678,182381,prior,18,1,12,7.0
774658,17208,prior,37,1,8,3.0
958914,62190,prior,15,5,8,3.0
1284652,29127,train,9,6,1,30.0
288259,135786,prior,17,2,18,30.0
2432450,184561,prior,66,1,20,0.0
336086,20152,prior,64,3,15,2.0
2993946,152241,prior,67,0,19,2.0
2789663,29898,prior,6,0,17,30.0
2203049,47503,prior,11,6,8,14.0
2337748,179762,prior,85,2,20,2.0
548452,81935,train,10,3,15,14.0
2446549,203803,prior,51,6,17,7.0
2330055,58416,prior,10,4,11,4.0
1641324,52205,prior,37,2,15,8.0
2763075,88718,prior,26,4,17,12.0
3359654,99619,test,16,5,11,14.0
2793092,197112,prior,18,6,14,11.0
462271,107747,prior,52,0,19,7.0
502704,73062,prior,4,6,15,7.0
3196750,76483,prior,6,6,20,6.0
1879013,134899,prior,5,6,13,1.0
2141992,32758,prior,3,5,16,19.0
1437481,23275,prior,7,4,12,4.0
2835636,34744,prior,5,0,10,8.0
3074143,173543,prior,9,3,17,1.0
3202235,13931,prior,6,1,16,24.0
3024158,6956,prior,60,1,20,3.0
3054165,100317,prior,17,3,22,9.0
2658106,32703,train,17,4,6,30.0
2442934,106595,prior,8,0,9,19.0
1026247,97969,prior,6,4,10,6.0
2423473,180737,prior,33,6,11,7.0
732326,5325,prior,9,4,10,6.0
943562,2461,prior,1,3,12,
3039027,82916,prior,6,0,15,5.0
3031842,125155,prior,7,4,8,13.0
1263163,121705,prior,58,4,16,3.0
2183275,27833,prior,1,1,9,
168993,184332,prior,1,0,17,
2059354,163052,prior,9,4,9,7.0
3264573,139775,prior,54,2,16,1.0
984790,129237,prior,37,0,8,6.0
185998,176118,prior,8,2,18,10.0
1264298,73964,prior,1,1,8,
1606265,52042,prior,1,1,9,
421965,151631,prior,5,6,10,11.0
1699032,100287,prior,5,1,7,5.0
3274807,4963,prior,3,0,16,30.0
2416233,59023,prior,10,0,9,13.0
2676081,106453,prior,42,1,9,10.0
1966513,113445,prior,1,1,14,
369695,71781,prior,1,0,13,
629136,90737,prior,18,2,13,29.0
2985594,25652,prior,11,4,14,3.0
1836064,121897,prior,3,1,18,30.0
2270336,17974,prior,33,3,18,2.0
1155707,30616,prior,38,1,13,7.0
1490713,128787,prior,57,2,20,4.0
2893609,84330,train,14,0,12,3.0
2701191,432,prior,48,2,17,24.0
1160632,86050,prior,6,4,18,18.0
2320012,125312,prior,25,3,16,3.0
2795780,154305,prior,9,1,11,11.0
3176196,95970,prior,15,1,9,4.0
1677189,179816,prior,14,3,19,0.0
2490434,137649,prior,59,4,13,3.0
288648,3905,prior,18,0,4,9.0
1464795,44344,prior,9,3,16,2.0
1756848,119778,prior,7,2,16,16.0
78583,109645,prior,27,5,11,1.0
2104726,114581,prior,36,5,13,3.0
930821,193708,prior,26,3,14,5.0
1224371,42166,prior,8,0,11,3.0
1881373,25175,prior,19,2,9,8.0
460809,50869,prior,7,2,21,8.0
642958,20534,prior,21,0,10,7.0
372870,186504,prior,6,5,13,8.0
424719,176032,prior,5,4,18,13.0
1067907,81402,prior,36,5,16,7.0
574210,62076,prior,5,6,10,30.0
2504910,145528,prior,4,1,12,30.0
1609180,124479,prior,5,3,9,24.0
1980959,107539,prior,15,3,17,16.0
442897,60778,prior,6,2,9,6.0
2731483,61987,prior,9,2,0,16.0
1921877,107517,prior,6,2,14,6.0
230988,197284,prior,5,5,9,25.0
829578,84042,prior,22,5,12,8.0
2642730,182007,prior,12,6,9,0.0
162472,64522,prior,30,6,8,6.0
958051,111480,prior,34,5,10,5.0
3264392,201456,prior,4,1,8,7.0
526554,198124,prior,8,5,9,20.0
1562139,3920,prior,17,5,11,1.0
1831565,103875,train,8,6,16,30.0
1794436,25651,train,8,1,15,20.0
2889268,184954,prior,24,1,7,4.0
269864,24562,prior,9,6,9,1.0
305673,194605,prior,38,6,21,3.0
862720,114636,prior,5,2,10,8.0
593719,39770,prior,4,4,17,23.0
2101218,197408,prior,4,3,19,30.0
2455454,162684,prior,6,5,22,22.0
2097478,67172,prior,9,0,10,14.0
1730373,44749,prior,3,0,14,16.0
1911064,124506,prior,5,1,14,8.0
2615945,147058,train,27,2,8,13.0
2857516,83216,prior,36,2,17,7.0
602715,52943,train,6,2,17,6.0
920851,182103,prior,4,0,13,28.0
2979982,97520,prior,17,1,18,4.0
3021906,45628,prior,42,6,15,4.0
3256938,101360,prior,1,6,19,
1739094,185665,prior,7,0,12,7.0
728420,101204,prior,50,6,17,15.0
1546014,90460,prior,6,3,15,12.0
1168535,204443,train,11,5,12,30.0
3212665,97256,prior,6,1,14,14.0
3148096,174683,prior,16,2,11,4.0
2782737,135291,prior,8,3,14,28.0
645270,21811,prior,1,4,10,
354619,201033,prior,3,4,11,4.0
1910296,4229,prior,96,3,10,1.0
2501347,104697,prior,7,0,15,1.0
1354457,117435,prior,7,4,15,6.0
1317177,173117,prior,9,2,14,30.0
2909324,176628,prior,6,1,15,0.0
692669,117383,prior,2,6,17,5.0
1719726,196772,prior,12,0,20,0.0
1349591,10747,prior,79,6,14,3.0
1283627,130678,prior,6,0,10,23.0
2630753,198205,prior,6,3,21,2.0
971047,194710,prior,12,3,15,3.0
1466331,184653,test,9,0,9,30.0
2333931,189421,prior,4,4,9,2.0
329501,3584,prior,21,0,9,7.0
611115,30216,prior,7,0,13,7.0
116295,20251,prior,3,4,11,11.0
125614,3612,prior,9,6,11,9.0
293097,23875,prior,4,0,13,30.0
1975234,69979,prior,25,2,12,29.0
1635702,139315,prior,42,6,19,7.0
2478510,67367,prior,10,6,12,7.0
